Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,species
6b76427a0f8111cebe8c141c837b33ba,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, uncultured_bacterium
5dcecb2690d036c49eb77a1def6beef4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, uncultured_bacterium
3150d9baba8c14911d11fb702fe68510,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Rhodocytophaga, uncultured_bacterium
e047205c1422f826deaf0211ffbc13fb,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Rhodocytophaga, uncultured_bacterium
08220c63935e60ddef0830ac0cd3a6c5,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Rhodoluna, uncultured_bacterium
b22eec05dad19c73e6292b0d191942dc,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Rhodovarius, uncultured_bacterium
82f420731290eb11f6e4035fea06d939,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Rhodovarius, uncultured_bacterium
a140b551ddfef43d12ee16342a872f1c,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Rikenellaceae, Rikenella, uncultured_bacterium
e96fd46d0b6f29059e6b99eb4d633203,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prolixibacteraceae, Roseimarinus, uncultured_bacterium
1a93b56a37333157d368a79d5c86a9ef,Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Roseisolibacter, uncultured_bacterium
d22a45cc968cc8cc49be90cad3c6ed4a,Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Roseisolibacter, uncultured_bacterium
58626a4a068eba1002b89bf41a91c5ae,Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Roseisolibacter, uncultured_bacterium
3d8b8c25e5e5661553921ebe786bc7c5,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
d3598080bb82b75f792ade74d0cbb7a7,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
89ed98e143e671509e4b03f3da36db0e,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
7e0908542c9fc8a4d864b671e1b484fa,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
3211e2f832a379a8a400a05c977f404d,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
c6f8f754eafb09386e999852944a7181,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
3aed041966aea68ce942789d3060c140,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
a1ff6884c6aa984d3c951342f7304596,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
13eaf7a1652d3d18e95eea450b74bed9,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
7ecbb09bd920be3500cc25ae4fa1aa9c,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
0760a0d9df939132b33fd56d97ac737a,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
be02fd85760fbbc520bba017dd1751da,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
76a12bde0263c31c5275292cb5b1d6f2,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
683b12bda0c7a49b1d9a29aea976ec40,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
8c658b840e4e4f4a67f129e4fcaa9c5a,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
7df705f5aeb0c88de780998eb338de30,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
10c72ca0b6af710aacd3a8fb415a982a,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
c6b45bbb5d1443a71d81069d54798acd,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
1aaba5c6384b7c2b579aa4132d722cf7,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
5f14ee789902f429a7b80e5d553b7d9b,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
6eb59296211b8194c1829932d7763232,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
bb1914786dbc4227da7ac5b809424dba,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
7a6915f458659c47abfb12470b92d707,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseococcus, uncultured_bacterium
254757c6779bd0935b9254f12831b53f,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
933a2cbb592498f95841285cb791ce01,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
770b07dd5b21923109c7449796e061bc,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
a5bf3cebf299d7a914c43e5498c96cd9,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
95c6cf32c772b0ebeb974c5751923732,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
0f66bc8bbd79e1e908e20c609862bc49,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
74f5c39e2727b8d11449193f9543f1cf,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
7bcb00f84b3e94b6774dceca6228e79f,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
9248ff53be14c59629a93643cfdbff57,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
58c36a8f7f49ffcce9db998e0cadfd44,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
66cca14056a53261607bca7e367bf866,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas, uncultured_bacterium
1cb5e8aacacd69f1e20bdb58fe76f38d,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, uncultured_bacterium
4d4158f111abb8fcce65b0b0c2c00bee,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, uncultured_bacterium
ed684c662bcf6aa9dea4d556d0b5307d,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, uncultured_bacterium
57ea0ae8482179dda181df9181b115cb,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, uncultured_bacterium
49b2b3834290e491835160513a2c97b0,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, uncultured_bacterium
4564519ed1e802101d9591a1ae8273d1,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Rubritepida, uncultured_bacterium
2800684757254eac629ac1df580149fe,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Rubritepida, uncultured_bacterium
dc7b788636d6970416dc3794d3b6d1a1,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Rubritepida, uncultured_bacterium
7e0686fa234937c8a43a4ddcef652785,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Rubritepida, uncultured_bacterium
a55e2d592c315b2695a5a50cdfcb73a1,Bacteria, Bacteroidota, Rhodothermia, Rhodothermales, Rhodothermaceae, Rubrivirga, uncultured_bacterium
3ba9422aaa55cd180a3f98c6f4f094ef,Bacteria, Actinobacteriota, Rubrobacteria, Rubrobacterales, Rubrobacteriaceae, Rubrobacter, uncultured_bacterium
bbc68dbe058cf8b54206499f2694276b,Bacteria, Firmicutes, Clostridia, Clostridia, Hungateiclostridiaceae, Ruminiclostridium, uncultured_bacterium
77cab82b187a5c8f3dfe5dd7fdcbd434,Bacteria, Firmicutes, Clostridia, Clostridia, Hungateiclostridiaceae, Ruminiclostridium, uncultured_bacterium
5dd9b4c4fb4de32a93a6e834dde0faa2,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Rurimicrobium, uncultured_bacterium
32478361ddccc1214f79214759cc9a8b,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Rurimicrobium, uncultured_bacterium
20a52efd3d637148f6aeaa0ec98f02e9,Bacteria, Firmicutes, Bacilli, Paenibacillales, Paenibacillaceae, Saccharibacillus, uncultured_bacterium
d2c14673336d9b3129c82e2594cd20d8,Bacteria, Firmicutes, Bacilli, Paenibacillales, Paenibacillaceae, Saccharibacillus, uncultured_bacterium
e9d6f7f1d34aa06bb29f455b45f5d5f7,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, Saccharimonadales, Saccharimonadales, uncultured_bacterium
54fd5e70df0ef7d368018a576b3fedea,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, Saccharimonadales, Saccharimonadales, uncultured_bacterium
1f13b401f2c5bd154a3f6477561a9188,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
80f387988d7b9224cf587d0a6ae97128,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
79d376976c3bfb5e0a49c1f581b289c6,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
3d51c55a4c043161b2a91f00d5012be3,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
1f41210de61a7b6f386b8fc9d142cf74,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
6f6b175b91b481085ff31f57da023d63,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
8a98386a54dedf856eca9feb154d9d9e,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
0fe1a8beeaa2f447df3a7cae5284eb58,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
c139b269fc02afc991c478a69d0b6f4e,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
8487740a256c7e1fd0ef32182b35e08c,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
c2fbde50971b9f7172ebcce17a2dbfe8,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
0091acb99d15571814b393f97821456b,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
571f796c366a17a6244ac1ba1c668945,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
16c4ec3e3f8a78f17639ee6da0a4858a,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
8601a7ec6490198a53fcd30c805fe067,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
843b31dde9c28676c0a9a66bfc11e81e,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sandaracinobacter, uncultured_bacterium
cc363a9ccd3549e646859ab1ffe9d460,Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, Sandaracinus, uncultured_bacterium
a4e5fcd00cef65e4c89e9106a0063a47,Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, Sandaracinus, uncultured_bacterium
e8d3975c409e1f3f440a50c8f540ac86,Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, Sandaracinus, uncultured_bacterium
905d214feb457907fe0bb9bfbf8d475b,Bacteria, SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), uncultured_bacterium
9fd50e3faebc56f63f641a03c2b11766,Bacteria, SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), uncultured_bacterium
fd2104a8088e82cf1590efdf20be6b60,Bacteria, SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), uncultured_bacterium
8af917ff1649601d08d93f8a5a6da27e,Bacteria, SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), uncultured_bacterium
fd4d028aa25ea746bf8a3e345af34661,Bacteria, SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), uncultured_bacterium
8fb9848caceb442243299318b780e717,Bacteria, SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), uncultured_bacterium
9805255ddf55644e52c1cceacffe5ccb,Bacteria, SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), SAR324_clade(Marine_group_B), uncultured_bacterium
066745e32b73c7628ef7b4f109484bbc,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae, Schlesneria, uncultured_bacterium
4f00c51d1011cd4dd161176a548b812b,Bacteria, Fusobacteriota, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Sebaldella, uncultured_bacterium
8fedcd618cd3e794f2523fe6ea53f7d2,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Segetibacter, uncultured_bacterium
2b85d73938c6ea6e90c0223d62ab2944,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Segetibacter, uncultured_bacterium
03f5bfca6823aa16b947cb716b6401ad,Bacteria, Cyanobacteria, Cyanobacteriia, SepB-3, SepB-3, SepB-3, uncultured_bacterium
0eddd9eb95dc086951f8b7d185874798,Bacteria, Cyanobacteria, Cyanobacteriia, SepB-3, SepB-3, SepB-3, uncultured_bacterium
e2e97a5a23e6e948e626b9708b062b00,Bacteria, Cyanobacteria, Sericytochromatia, Sericytochromatia, Sericytochromatia, Sericytochromatia, uncultured_bacterium
b5004962a340019bb918489c162db039,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, SH3-11, uncultured_bacterium
c3d31a9de6628eaaa0ad9d42d0fdeef3,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
d077c0ff711eabf2c3591a6f9798adb5,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
748b265779e3b33b62014b3847558665,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
3b0986fb87d844e176a509ced989e919,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
f6d8c300a3e55b902770d74b63cece69,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
17e93218346085debde189774bf5cd53,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
8dd9abf6821d3c3cc32622bbedcd9798,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
7a836cf92bb610b17ee9274f9a7aaa7e,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
f26957119ed833d72b513df6312e7b8e,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Silanimonas, uncultured_bacterium
1b82a525ae590d767a020e42ad5aca91,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
8c034e9aece60c4af25e3c2f760b8de2,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
bbb0d2a161e29ca07277dad1f7dff0b8,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
3ea1197808ae662209840b925079078a,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
81be8d59b86318fb1b4cebc0b226547f,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
f57fd139b855f5b8095e0491829b3669,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
fed286387c41ffb58619cdee1577ae2d,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
45e100430ece0cb8a723def6c9efeee1,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
557b3493bdc4d503e09f044c9d033503,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
e3b5caa3d4255cd932ba730a78f7708c,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
2bfff18b3430d9c7f5a8e74f441070e2,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
83b285ba2379b8a447eaf98f408b7d15,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
715fcaabce0c456616a3c5f7e95abb93,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
1780c785c4879fc59f093abddce3bf55,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
cb20d1ec03d37dbbeb597e2062d1d739,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
c186c3e880d4c692d2300ea1e2995dda,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
52e7dcc146b4c6aa6ed9d51e7fb02dbb,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
e4476436ceb5242bc3e551f953eb0d7a,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, uncultured_bacterium
92e6f988b6712d563e551744607e2e60,Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Azospirillaceae, Skermanella, uncultured_bacterium
2c50510dc2f33991bd53f440c4dae4ae,Bacteria, Planctomycetota, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, SM1A02, uncultured_bacterium
adc2289c78a1140bc6fcdf2c6ce62147,Bacteria, Planctomycetota, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, SM1A02, uncultured_bacterium
13b0b4a57ca1b731b8d65affdce48ee7,Bacteria, Planctomycetota, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, SM1A02, uncultured_bacterium
e0419290d4088c0752e0cc919388201f,Bacteria, Planctomycetota, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, SM1A02, uncultured_bacterium
20118c2bf1d34434947dd17d189d2334,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
1e6dad4b27d3b96c39c8545d490d9425,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
f1347025d9cc4fb831714342ac41b275,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
55c9c3772d1514c242221b046c91ac02,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
d4e533d77a91cebcfd0add62cca29912,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
736cbe3794bc644cf907901b2230a502,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
42a8faf55fc6ec2c51baee230fdd9476,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
da866f92cf930df9fe4868b2036855db,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
fbf128e0bd7cbd6700ff5e5ce6b33e92,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
620a248dedea1815ac14f7b10d2bf8ff,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
e583ecf4fede78409c2b769f5bf3dd08,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
89b7cd99252b691b3ea8ec68d4d68d47,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
45b52b7617a2cc5b25025ec077df6fcd,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
9b8bd965e94fc8e8a546be0b1a8adfa1,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
e5fcd38e61d767d17ec48df462a3dfeb,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
52438133742505f1159b3a956f4e7912,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
ef9e00abd4ac73a5c80fd1dfae94d99f,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
0b6435b6a0fd63c96fe819ef71fb9453,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
faab39995df6ec2cb4f2553f37422b93,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
c432d078f72f749232ae5fae798233c1,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
98b97890ff0452a0c68a7085d34c2012,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SM2D12, SM2D12, uncultured_bacterium
b86bcfa10c4260f2876ec57733382483,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, uncultured_bacterium
5cb0457923795afb81646c2074ae4344,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, uncultured_bacterium
f6741596d2a0f02c614d2672a52bd37d,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, uncultured_bacterium
2d0496bd8b719089c1f68ac25a85ebb6,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, uncultured_bacterium
50a78797a5b4bb655eea03da029631cb,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, uncultured_bacterium
a912a2507f2a76c7510910a5538500b5,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, uncultured_bacterium
e7e14896b35ff99ca8c30ee77f74cb4b,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, uncultured_bacterium
1342123e9e6221229c95910f8ceb56b8,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, uncultured_bacterium
e0d6b66273194ecbfe1854c9321cc006,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, uncultured_bacterium
eac602e4634c0d44f3c6f92388df3cc5,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Spirosoma, uncultured_bacterium
fa75370839dc61dd750a45fab518e0d1,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Spirosoma, uncultured_bacterium
28331d7670e46ee74001902d7e22e754,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Spirosoma, uncultured_bacterium
b131e5ae4b3d36b04a2c9615915af6c8,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Sporichthyaceae, Sporichthya, uncultured_bacterium
562eb77625a671283ef2d9a81ed75364,Bacteria, Firmicutes, Negativicutes, Acidaminococcales, Acidaminococcaceae, Succinispira, uncultured_bacterium
f1130ff357dc0271059cc384de18327c,Bacteria, Firmicutes, Negativicutes, Acidaminococcales, Acidaminococcaceae, Succinispira, uncultured_bacterium
35f772fff4e4636b96eb8fbe272ad033,Bacteria, Sumerlaeota, Sumerlaeia, Sumerlaeales, Sumerlaeaceae, Sumerlaea, uncultured_bacterium
