tank.id,tank.number,count.date,sample.date,sample.period,who.counted,prop.counted,hours,taxa.code,count,photo.id,measured ,number.measured,length (mm)
B0,,11/14/2023,6/12/2023,,MSC,1,,eur,94,6.12.23_B0_eur_MSC,,30,0.263
B0,,11/14/2023,6/12/2023,,MSC,1,,eur,94,6.12.23_B0_eur_MSC,,30,0.413
B0,,11/14/2023,6/12/2023,,MSC,1,,hydra,5,6.12.23_B0_hydra_MSC,,5,0.794
B0,,11/14/2023,6/12/2023,,MSC,1,,hydra,5,6.12.23_B0_hydra_MSC,,5,0.382
B0,,11/14/2023,6/12/2023,,MSC,1,,hydra,5,6.12.23_B0_hydra_MSC,,5,0.56
B0,,11/14/2023,6/12/2023,,MSC,1,,hydra,5,6.12.23_B0_hydra_MSC,,5,0.697
B0,,11/14/2023,6/12/2023,,MSC,1,,hydra,5,6.12.23_B0_hydra_MSC,,5,0.38
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.145
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.139
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.131
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.146
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.139
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.129
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.145
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.115
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.114
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.13
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.13
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.169
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.169
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.132
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.136
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.148
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.161
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.155
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.171
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.13
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.153
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.145
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.107
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.121
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.139
B0,,11/14/2023,6/12/2023,,MSC,1,,mon,128,6.12.23_B0_mon_MSC,,26,0.15
B0,,11/14/2023,6/12/2023,,MSC,1,,nau,1,6.12.23_B0_nau_MSC,,1,0.135
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_GVF,,8,176.918
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_GVF,,8,200.808
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_GVF,,8,131.894
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_GVF,,8,252.389
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_GVF,,8,337.722
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_GVF,,8,257.721
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_GVF,,8,258.805
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_GVF,,8,455.306
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.727
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.451
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.619
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.795
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.9
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.547
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.466
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.817
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.729
B0,,11/14/2023,6/12/2023,,MSC,1,,ost,90,6.12.23_B0_ost_MSC,,10,0.908
B1,,11/8/2023,6/12/2023,,GVF,1,,chi,2,6.12.23_B1_chi_GVF,,1,1.476
B1,,11/8/2023,6/12/2023,,GVF,1,,chi,2,6.12.23_B1_chi_GVF01,,1,1.76
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.492
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.451
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.404
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.435
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.455
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.48
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.489
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.462
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.506
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.462
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.487
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.443
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.459
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.458
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.447
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.427
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.434
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.379
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.343
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.435
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.412
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.46
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.321
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.553
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF,,25,0.392
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF01,,4,0.459
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF01,,4,0.478
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF01,,4,0.406
B1,,11/8/2023,6/12/2023,,GVF,1,,chy,52,6.12.23_B1_chy_GVF01,,4,0.466
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF,,1,NA
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF01,,1,1.027
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF02,,1,1.161
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF03,,1,0.94
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF04,,1,0.774
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF05,,1,0.2
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF06,,1,0.788
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF07,,1,0.77
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF08,,3,0.585
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF08,,3,0.821
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF08,,3,1.112
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF09,,3,0.608
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF09,,3,0.621
B1,,11/8/2023,6/12/2023,,GVF,1,,dap,13,6.12.23_B1_dap_GVF09,,3,0.464
B1,,11/8/2023,6/12/2023,,GVF,1,,ephi,3,6.12.23_B1_ephi_GVF,,1,0.928
B1,,11/8/2023,6/12/2023,,GVF,1,,ephi,3,6.12.23_B1_ephi_GVF01,,1,1.403
B1,,11/8/2023,6/12/2023,,GVF,1,,ephi,3,6.12.23_B1_ephi_GVF02,,1,1.231
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.159
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.159
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.152
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.151
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.142
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.177
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.146
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.143
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.159
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.135
B1,,11/8/2023,6/12/2023,,GVF,1,,mon,12,6.12.23_B1_mon_GVF,,11,0.155
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.529
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.543
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.541
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.512
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.377
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.513
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.528
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.565
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.493
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.512
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.426
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.239
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.601
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.451
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF,,15,0.235
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.397
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.496
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.337
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.421
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.334
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.511
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.505
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.499
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.517
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.624
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.485
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.509
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.529
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.631
B1,,11/8/2023,6/12/2023,,GVF,1,,ost,240,6.12.23_B1_ost_GVF01,,15,0.503
B1,,11/8/2023,6/12/2023,,GVF,1,,spi,1,6.12.23_B1_spi_GVF,,1,2.772
B1,,11/8/2023,6/12/2023,,GVF,1,,zor,1,6.12.23_B1_zor_GVF,,1,0.97
B3,,10/22/2023,6/12/2023,,GVF,1,,chi,1,6.12.23_B3_chi_GVF,,1,1.839
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.443
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.459
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.466
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.491
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.516
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.279
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.473
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.262
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.438
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.459
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.313
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.447
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.332
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.433
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.311
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.469
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.377
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.493
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.398
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.314
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.233
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.431
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.415
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.389
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.464
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.397
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.484
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.356
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.278
B3,,10/22/2023,6/12/2023,,GVF,1,,chy,240,6.12.23_B3_chy_GVF,,30,0.347
B3,,10/22/2023,6/12/2023,,GVF,1,,cyc,1,6.12.23_B3_cyc.ephi_GVF,,1,1.655
B3,,10/22/2023,6/12/2023,,GVF,1,,ephi,7,6.12.23_B3_cyc.ephi_GVF,,1,1.252
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.958
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.941
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.85
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.629
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.901
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.883
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.744
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,1.099
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.651
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.588
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.981
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.85
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,1.184
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,1.083
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.98
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.79
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,1.046
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.516
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.746
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.666
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,0.745
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF,,22,1.065
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF01,,8,1.105
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF01,,8,0.987
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF01,,8,1.127
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF01,,8,0.997
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF01,,8,0.559
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF01,,8,0.923
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF01,,8,1.081
B3,,10/22/2023,6/12/2023,,GVF,1,,dap,294,6.12.23_B3_dap_GVF01,,8,1.152
B3,,10/22/2023,6/12/2023,,GVF,1,,ephi,7,6.12.23_B3_ephi_GVF,,1,1.397
B3,,10/22/2023,6/12/2023,,GVF,1,,ephi,7,6.12.23_B3_ephi_GVF01,,1,1.35
B3,,10/22/2023,6/12/2023,,GVF,1,,ephi,7,6.12.23_B3_ephi_GVF02,,1,1.373
B3,,10/22/2023,6/12/2023,,GVF,1,,ephi,7,6.12.23_B3_ephi_GVF03,,1,1.216
B3,,10/22/2023,6/12/2023,,GVF,1,,hydra,2,6.12.23_B3_hydra_GVF,,2,0.5
B3,,10/22/2023,6/12/2023,,GVF,1,,hydra,2,6.12.23_B3_hydra_GVF,,2,0.388
B3,,10/22/2023,6/12/2023,,GVF,0.5,,mon,3,6.12.23_B3_mon_GVF,,3,0.172
B3,,10/22/2023,6/12/2023,,GVF,0.5,,mon,3,6.12.23_B3_mon_GVF,,3,0.163
B3,,10/22/2023,6/12/2023,,GVF,0.5,,mon,3,6.12.23_B3_mon_GVF,,3,0.147
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF,,1,1.563
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF01,,1,1.385
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.537
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.363
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.205
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.19
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.204
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.224
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.34
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.191
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.206
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.201
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.158
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.201
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.177
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.229
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.19
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF02,,16,0.199
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF03,,1,0.54
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF04,,2,0.369
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF04,,2,0.799
B3,,10/22/2023,6/12/2023,,GVF,0.5,,ost,41,6.12.23_B3_ost_GVF05,,1,0.723
B3,,10/22/2023,6/12/2023,,GVF,1,,thy,1,6.12.23_B3_thy_GVF,,1,1.266
B3,,10/22/2023,6/12/2023,,GVF,1,,uni,1,6.12.23_B3_uni_GVF,,1,1.202
B3,,10/22/2023,6/12/2023,,GVF,1,,zor,1,6.12.23_B3_zor_GVF,,1,1.01
B4,,11/19/2023,6/12/2023,,GVF,1,,chi,1,6.12.23_B4_chi_GVF,,1,0.667
B4,,11/19/2023,6/12/2023,,GVF,1,,chy,7,6.12.23_B4_chy_GVF,,1,0.451
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF,,2,0.835
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF,,2,1.346
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF01,,3,0.762
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF01,,3,1.755
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF01,,3,0.46
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF02,,4,1.985
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF02,,4,0.73
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF02,,4,0.943
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF02,,4,1.136
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF03,,2,1.124
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF03,,2,0.737
B4,,11/19/2023,6/12/2023,,GVF,1,,dap,115,6.12.23_B4_dap_GVF04,,5,0.558
